sku,product_name,warehouse,stock_level,reorder_point,supplier,cost_price,last_updated
SKU_001432,Device Z,WH_002,775,25,Supplier_17,271.93,2025-06-29 13:06:46.327578
SKU_001433,Widget A,WH_001,774,60,Supplier_14,230.58,2025-06-30 14:06:46.327581
SKU_001434,Widget B,WH_004,68,38,Supplier_5,165.76,2025-06-27 23:06:46.327583
SKU_001435,Device Z,WH_004,581,87,Supplier_13,417.6,2025-06-28 15:06:46.327586
SKU_001436,Device Z,WH_001,696,80,Supplier_6,254.95,2025-06-28 08:06:46.327589
SKU_001437,Tool Y,WH_002,882,50,Supplier_14,50.31,2025-06-26 16:06:46.327591
SKU_001438,Gadget X,WH_004,123,66,Supplier_6,151.4,2025-06-30 18:06:46.327594
SKU_001439,Gadget X,WH_001,418,37,Supplier_3,486.8,2025-06-27 09:06:46.327597
SKU_001440,Tool Y,WH_002,733,86,Supplier_16,488.6,2025-06-28 00:06:46.327600
SKU_001441,Device Z,WH_001,522,89,Supplier_12,131.06,2025-06-29 20:06:46.327603
SKU_001442,Widget A,WH_002,677,30,Supplier_14,87.78,2025-06-30 17:06:46.327605
SKU_001443,Device Z,WH_002,602,13,Supplier_2,250.37,2025-06-28 09:06:46.327608
SKU_001444,Tool Y,WH_004,759,24,Supplier_18,243.33,2025-06-30 12:06:46.327611
SKU_001445,Device Z,WH_003,340,62,Supplier_7,208.02,2025-06-28 05:06:46.327613
SKU_001446,Device Z,WH_004,973,99,Supplier_5,267.03,2025-06-28 08:06:46.327616
SKU_001447,Device Z,WH_001,304,55,Supplier_12,119.94,2025-06-27 08:06:46.327619
SKU_001448,Device Z,WH_002,802,16,Supplier_17,61.89,2025-07-01 17:06:46.327621
SKU_001449,Widget A,WH_004,156,27,Supplier_12,287.38,2025-06-29 03:06:46.327624
SKU_001450,Widget B,WH_002,87,98,Supplier_11,466.64,2025-06-28 00:06:46.327627
SKU_001451,Widget B,WH_004,227,30,Supplier_1,73.19,2025-07-02 20:06:46.327630
SKU_001452,Gadget X,WH_001,936,17,Supplier_9,353.88,2025-07-02 15:06:46.327632
SKU_001453,Widget B,WH_001,364,68,Supplier_8,221.76,2025-06-30 13:06:46.327635
SKU_001454,Widget B,WH_001,991,29,Supplier_14,150.52,2025-06-28 18:06:46.327638
SKU_001455,Widget B,WH_004,645,91,Supplier_4,427.29,2025-07-02 19:06:46.327640
SKU_001456,Device Z,WH_003,265,92,Supplier_11,230.96,2025-06-27 20:06:46.327643
SKU_001457,Device Z,WH_001,83,76,Supplier_17,293.74,2025-06-30 19:06:46.327646
SKU_001458,Widget A,WH_004,211,64,Supplier_8,224.31,2025-06-26 16:06:46.327649
SKU_001459,Device Z,WH_003,217,71,Supplier_1,45.22,2025-07-02 07:06:46.327651
SKU_001460,Device Z,WH_004,852,27,Supplier_18,299.48,2025-07-02 03:06:46.327654
SKU_001461,Widget B,WH_004,748,88,Supplier_5,212.33,2025-06-30 19:06:46.327657
SKU_001462,Widget A,WH_001,150,65,Supplier_8,47.94,2025-06-30 00:06:46.327659
SKU_001463,Widget A,WH_003,685,94,Supplier_8,299.93,2025-06-30 11:06:46.327662
SKU_001464,Widget B,WH_004,139,31,Supplier_9,9.89,2025-06-29 14:06:46.327665
SKU_001465,Widget B,WH_004,54,17,Supplier_18,108.22,2025-07-01 21:06:46.327668
SKU_001466,Widget A,WH_004,140,20,Supplier_7,391.63,2025-07-03 02:06:46.327670
SKU_001467,Tool Y,WH_004,73,21,Supplier_10,23.77,2025-06-30 16:06:46.327673
SKU_001468,Widget B,WH_001,134,57,Supplier_16,325.11,2025-06-30 04:06:46.327676
SKU_001469,Widget B,WH_004,996,72,Supplier_3,475.1,2025-07-01 16:06:46.327678
SKU_001470,Widget A,WH_003,907,36,Supplier_10,89.74,2025-07-02 01:06:46.327681
SKU_001471,Tool Y,WH_002,828,44,Supplier_8,211.47,2025-06-27 11:06:46.327684
SKU_001472,Tool Y,WH_003,920,11,Supplier_18,289.87,2025-06-26 16:06:46.327686
SKU_001473,Gadget X,WH_004,641,17,Supplier_4,227.96,2025-07-02 03:06:46.327689
SKU_001474,Tool Y,WH_004,743,29,Supplier_12,312.09,2025-07-03 03:06:46.327692
SKU_001475,Widget B,WH_003,25,17,Supplier_5,205.03,2025-07-02 23:06:46.327695
SKU_001476,Device Z,WH_002,487,72,Supplier_4,78.51,2025-06-29 02:06:46.327697
SKU_001477,Widget A,WH_001,434,77,Supplier_19,49.08,2025-07-02 13:06:46.327700
SKU_001478,Widget B,WH_002,580,40,Supplier_19,373.5,2025-06-29 16:06:46.327703
SKU_001479,Widget A,WH_002,61,41,Supplier_5,123.12,2025-06-28 05:06:46.327705
SKU_001480,Tool Y,WH_002,199,22,Supplier_15,424.49,2025-06-28 11:06:46.327708
SKU_001481,Widget A,WH_003,489,95,Supplier_12,372.8,2025-07-02 21:06:46.327711
SKU_001482,Widget B,WH_002,492,35,Supplier_13,29.48,2025-07-02 11:06:46.327714
SKU_001483,Device Z,WH_001,968,90,Supplier_6,104.6,2025-06-30 05:06:46.327716
SKU_001484,Widget B,WH_004,678,38,Supplier_17,149.54,2025-07-02 19:06:46.327719
SKU_001485,Gadget X,WH_003,467,95,Supplier_10,299.27,2025-06-28 23:06:46.327722
SKU_001486,Widget A,WH_003,115,27,Supplier_14,405.86,2025-07-01 21:06:46.327725
SKU_001487,Widget B,WH_002,370,78,Supplier_15,34.86,2025-07-01 02:06:46.327728
SKU_001488,Tool Y,WH_004,650,21,Supplier_10,128.56,2025-07-02 19:06:46.327730
SKU_001489,Tool Y,WH_004,231,11,Supplier_6,191.22,2025-07-03 07:06:46.327733
SKU_001490,Widget B,WH_004,447,51,Supplier_16,95.77,2025-07-03 07:06:46.327736
SKU_001491,Gadget X,WH_003,213,16,Supplier_2,274.92,2025-06-30 20:06:46.327738
SKU_001492,Widget A,WH_001,207,56,Supplier_10,241.61,2025-06-28 22:06:46.327741
SKU_001493,Gadget X,WH_004,101,99,Supplier_5,161.67,2025-06-28 22:06:46.327744
SKU_001494,Device Z,WH_003,809,63,Supplier_9,260.86,2025-06-27 19:06:46.327747
SKU_001495,Widget B,WH_002,9,24,Supplier_19,181.13,2025-06-27 00:06:46.327750
SKU_001496,Gadget X,WH_004,472,67,Supplier_19,174.88,2025-07-02 10:06:46.327752
SKU_001497,Device Z,WH_002,122,42,Supplier_9,136.37,2025-06-30 08:06:46.327755
SKU_001498,Gadget X,WH_004,786,76,Supplier_16,272.52,2025-06-29 10:06:46.327758
SKU_001499,Device Z,WH_002,3,72,Supplier_19,224.84,2025-07-02 05:06:46.327761
SKU_001500,Tool Y,WH_003,466,57,Supplier_4,102.18,2025-07-02 08:06:46.327763
SKU_001501,Tool Y,WH_002,258,75,Supplier_5,11.42,2025-06-29 06:06:46.327766
SKU_001502,Widget B,WH_003,720,90,Supplier_18,79.71,2025-06-30 16:06:46.327769
SKU_001503,Gadget X,WH_002,909,74,Supplier_8,26.2,2025-07-01 14:06:46.327771
SKU_001504,Tool Y,WH_002,777,45,Supplier_13,218.64,2025-07-01 17:06:46.327774
SKU_001505,Widget A,WH_002,773,26,Supplier_9,116.42,2025-07-02 10:06:46.327777
SKU_001506,Tool Y,WH_004,286,11,Supplier_10,213.13,2025-07-03 01:06:46.327779
SKU_001507,Tool Y,WH_001,30,42,Supplier_4,168.08,2025-06-28 01:06:46.327782
SKU_001508,Gadget X,WH_001,687,15,Supplier_19,271.32,2025-07-03 02:06:46.327785
SKU_001509,Device Z,WH_004,520,52,Supplier_4,363.31,2025-07-02 12:06:46.327788
SKU_001510,Widget A,WH_002,715,97,Supplier_13,242.26,2025-07-01 22:06:46.327790
SKU_001511,Widget A,WH_002,619,20,Supplier_17,35.67,2025-06-29 04:06:46.327793
SKU_001512,Device Z,WH_004,123,14,Supplier_11,13.67,2025-06-29 06:06:46.327796
SKU_001513,Gadget X,WH_003,749,39,Supplier_2,110.55,2025-06-29 23:06:46.327798
SKU_001514,Tool Y,WH_003,921,19,Supplier_5,215.36,2025-06-30 20:06:46.327801
SKU_001515,Device Z,WH_004,129,33,Supplier_13,27.23,2025-06-30 07:06:46.327804
SKU_001516,Widget A,WH_001,745,68,Supplier_3,167.23,2025-06-26 19:06:46.327807
SKU_001517,Widget A,WH_003,515,76,Supplier_19,444.08,2025-06-28 20:06:46.327809
SKU_001518,Tool Y,WH_004,479,70,Supplier_19,49.56,2025-06-30 13:06:46.327812
SKU_001519,Tool Y,WH_003,731,35,Supplier_16,474.52,2025-06-27 16:06:46.327815
SKU_001520,Widget B,WH_004,773,48,Supplier_16,429.05,2025-07-02 16:06:46.327818
SKU_001521,Device Z,WH_003,541,91,Supplier_3,416.73,2025-07-01 14:06:46.327824
SKU_001522,Tool Y,WH_003,950,12,Supplier_9,432.51,2025-06-29 02:06:46.327826
SKU_001523,Widget B,WH_004,923,47,Supplier_19,44.62,2025-06-29 17:06:46.327829
SKU_001524,Gadget X,WH_001,828,51,Supplier_1,79.83,2025-06-29 02:06:46.327832
SKU_001525,Widget A,WH_001,76,57,Supplier_14,71.51,2025-06-27 12:06:46.327835
SKU_001526,Device Z,WH_003,182,98,Supplier_11,60.06,2025-06-26 23:06:46.327837
SKU_001527,Gadget X,WH_003,365,22,Supplier_18,167.22,2025-06-30 19:06:46.327840
SKU_001528,Device Z,WH_001,291,98,Supplier_7,415.96,2025-07-02 14:06:46.327843
SKU_001529,Device Z,WH_004,969,97,Supplier_6,129.72,2025-06-30 00:06:46.327845
SKU_001530,Tool Y,WH_002,713,65,Supplier_12,125.89,2025-07-02 03:06:46.327848
SKU_001531,Widget B,WH_003,388,68,Supplier_2,339.56,2025-06-28 02:06:46.327851
SKU_001532,Device Z,WH_002,156,72,Supplier_13,52.98,2025-07-02 20:06:46.327854
SKU_001533,Gadget X,WH_003,99,89,Supplier_1,183.34,2025-06-29 23:06:46.327856
SKU_001534,Device Z,WH_001,907,52,Supplier_15,151.24,2025-06-28 08:06:46.327859
SKU_001535,Widget B,WH_004,633,84,Supplier_8,424.41,2025-06-28 13:06:46.327862
SKU_001536,Widget A,WH_003,917,66,Supplier_18,259.68,2025-06-28 18:06:46.327865
SKU_001537,Device Z,WH_002,826,30,Supplier_15,325.0,2025-07-03 00:06:46.327867
SKU_001538,Gadget X,WH_001,109,63,Supplier_8,68.87,2025-07-02 04:06:46.327870
SKU_001539,Widget A,WH_003,678,88,Supplier_2,464.81,2025-06-29 12:06:46.327873
SKU_001540,Widget A,WH_004,641,62,Supplier_11,164.61,2025-06-28 19:06:46.327876
SKU_001541,Tool Y,WH_003,269,54,Supplier_8,354.89,2025-06-27 17:06:46.327878
SKU_001542,Tool Y,WH_004,137,45,Supplier_13,477.54,2025-06-28 21:06:46.327881
SKU_001543,Device Z,WH_004,687,72,Supplier_1,256.78,2025-06-30 00:06:46.327884
SKU_001544,Gadget X,WH_001,63,10,Supplier_18,256.23,2025-07-02 18:06:46.327886
SKU_001545,Tool Y,WH_003,642,76,Supplier_5,63.04,2025-06-26 15:06:46.327889
SKU_001546,Widget B,WH_004,506,88,Supplier_1,198.19,2025-07-03 04:06:46.327892
SKU_001547,Widget B,WH_001,839,42,Supplier_12,426.97,2025-06-29 07:06:46.327894
SKU_001548,Widget A,WH_003,699,41,Supplier_5,71.88,2025-07-03 00:06:46.327897
SKU_001549,Widget A,WH_004,976,96,Supplier_16,459.16,2025-07-03 04:06:46.327900
SKU_001550,Widget A,WH_001,963,67,Supplier_18,335.32,2025-06-26 22:06:46.327903
SKU_001551,Widget B,WH_003,788,35,Supplier_2,213.38,2025-06-28 16:06:46.327905
SKU_001552,Tool Y,WH_004,349,70,Supplier_15,275.52,2025-06-28 12:06:46.327908
SKU_001553,Tool Y,WH_001,146,26,Supplier_11,79.5,2025-06-29 21:06:46.327911
SKU_001554,Device Z,WH_001,334,82,Supplier_10,112.65,2025-07-01 10:06:46.327913
SKU_001555,Gadget X,WH_003,531,78,Supplier_3,146.77,2025-06-30 19:06:46.327916
SKU_001556,Widget B,WH_001,825,38,Supplier_13,195.5,2025-07-01 12:06:46.327919
SKU_001557,Widget A,WH_003,553,72,Supplier_13,458.18,2025-06-30 15:06:46.327921
SKU_001558,Gadget X,WH_003,861,15,Supplier_3,186.95,2025-07-02 10:06:46.327924
SKU_001559,Widget A,WH_004,905,68,Supplier_10,264.3,2025-06-29 07:06:46.327927
SKU_001560,Gadget X,WH_003,406,30,Supplier_4,85.2,2025-06-29 12:06:46.327929
SKU_001561,Gadget X,WH_001,343,54,Supplier_14,369.31,2025-07-01 14:06:46.327932
SKU_001562,Tool Y,WH_003,651,54,Supplier_17,282.34,2025-06-26 14:06:46.327935
SKU_001563,Device Z,WH_004,520,96,Supplier_1,222.75,2025-06-26 19:06:46.327937
SKU_001564,Device Z,WH_001,590,44,Supplier_15,473.86,2025-06-30 14:06:46.327940
SKU_001565,Widget A,WH_004,924,61,Supplier_2,445.87,2025-06-27 15:06:46.327943
SKU_001566,Widget B,WH_002,849,55,Supplier_18,331.46,2025-06-28 01:06:46.327946
SKU_001567,Device Z,WH_004,659,75,Supplier_7,461.3,2025-07-01 01:06:46.327948
SKU_001568,Widget B,WH_002,704,66,Supplier_13,284.57,2025-07-01 23:06:46.327951
SKU_001569,Widget A,WH_002,770,51,Supplier_3,414.33,2025-06-30 16:06:46.327954
SKU_001570,Widget B,WH_003,135,82,Supplier_3,207.68,2025-07-03 03:06:46.327956
SKU_001571,Gadget X,WH_001,38,86,Supplier_13,47.94,2025-07-02 17:06:46.327959
SKU_001572,Gadget X,WH_003,319,25,Supplier_4,497.1,2025-06-27 20:06:46.327962
SKU_001573,Widget A,WH_001,286,14,Supplier_16,86.99,2025-07-02 08:06:46.327965
SKU_001574,Widget B,WH_004,878,10,Supplier_8,129.5,2025-07-02 06:06:46.327967
SKU_001575,Widget B,WH_002,967,31,Supplier_8,85.74,2025-06-28 12:06:46.327970
SKU_001576,Widget A,WH_002,462,57,Supplier_16,172.05,2025-06-28 05:06:46.327973
SKU_001577,Device Z,WH_002,890,35,Supplier_2,148.19,2025-07-01 02:06:46.327975
SKU_001578,Tool Y,WH_004,661,43,Supplier_9,302.55,2025-06-28 22:06:46.327978
SKU_001579,Device Z,WH_004,351,67,Supplier_13,498.25,2025-07-02 07:06:46.327981
SKU_001580,Tool Y,WH_003,4,94,Supplier_12,30.99,2025-07-02 17:06:46.327984
SKU_001581,Widget B,WH_003,235,16,Supplier_2,390.33,2025-06-28 20:06:46.327986
SKU_001582,Tool Y,WH_001,235,34,Supplier_9,68.36,2025-06-28 21:06:46.327989
SKU_001583,Tool Y,WH_001,825,66,Supplier_1,14.82,2025-06-29 15:06:46.327992
SKU_001584,Widget B,WH_002,968,21,Supplier_6,321.1,2025-06-29 04:06:46.327994
SKU_001585,Gadget X,WH_004,500,40,Supplier_2,437.29,2025-06-26 21:06:46.327997
SKU_001586,Tool Y,WH_004,104,36,Supplier_3,92.27,2025-06-26 19:06:46.328001
SKU_001587,Widget A,WH_003,206,95,Supplier_15,174.1,2025-06-28 03:06:46.328004
SKU_001588,Device Z,WH_003,238,43,Supplier_7,88.53,2025-06-28 07:06:46.328007
SKU_001589,Widget B,WH_001,830,90,Supplier_13,453.72,2025-06-29 16:06:46.328009
SKU_001590,Widget B,WH_001,828,84,Supplier_16,138.83,2025-06-27 06:06:46.328012
SKU_001591,Tool Y,WH_003,51,43,Supplier_13,225.13,2025-07-02 20:06:46.328015
SKU_001592,Gadget X,WH_003,107,46,Supplier_12,447.9,2025-06-30 06:06:46.328017
SKU_001593,Gadget X,WH_004,356,67,Supplier_17,278.67,2025-06-28 17:06:46.328020
SKU_001594,Device Z,WH_001,32,69,Supplier_11,466.76,2025-06-27 02:06:46.328023
SKU_001595,Device Z,WH_003,21,35,Supplier_7,463.59,2025-07-02 19:06:46.328026
SKU_001596,Gadget X,WH_003,306,54,Supplier_13,233.49,2025-06-29 07:06:46.328028
SKU_001597,Gadget X,WH_002,10,54,Supplier_10,293.28,2025-06-29 01:06:46.328031
SKU_001598,Gadget X,WH_003,638,41,Supplier_10,119.01,2025-06-27 02:06:46.328034
SKU_001599,Tool Y,WH_003,441,78,Supplier_13,495.32,2025-06-26 09:06:46.328037
SKU_001600,Widget A,WH_004,561,93,Supplier_19,142.77,2025-06-30 17:06:46.328039
SKU_001601,Device Z,WH_003,197,80,Supplier_17,392.74,2025-07-02 13:06:46.328042
SKU_001602,Widget B,WH_001,528,32,Supplier_7,159.92,2025-06-26 17:06:46.328045
SKU_001603,Gadget X,WH_002,941,74,Supplier_4,159.96,2025-06-30 03:06:46.328047
SKU_001604,Gadget X,WH_004,43,48,Supplier_17,56.41,2025-07-02 09:06:46.328050
SKU_001605,Widget A,WH_001,184,76,Supplier_4,282.15,2025-07-01 11:06:46.328053
SKU_001606,Gadget X,WH_002,388,54,Supplier_18,126.19,2025-07-02 15:06:46.328055
SKU_001607,Device Z,WH_002,550,76,Supplier_8,78.46,2025-06-28 18:06:46.328058
SKU_001608,Gadget X,WH_003,506,72,Supplier_8,117.2,2025-06-29 11:06:46.328061
SKU_001609,Widget A,WH_002,441,79,Supplier_16,129.29,2025-06-27 11:06:46.328064
SKU_001610,Tool Y,WH_002,495,63,Supplier_15,254.52,2025-06-27 04:06:46.328066
SKU_001611,Device Z,WH_003,504,36,Supplier_18,196.03,2025-06-29 07:06:46.328069
SKU_001612,Tool Y,WH_004,136,88,Supplier_19,42.37,2025-07-03 04:06:46.328072
SKU_001613,Widget B,WH_003,988,45,Supplier_6,270.33,2025-06-28 01:06:46.328075
SKU_001614,Widget A,WH_004,278,14,Supplier_9,394.93,2025-06-26 18:06:46.328077
SKU_001615,Widget B,WH_002,942,76,Supplier_16,289.25,2025-06-29 18:06:46.328080
SKU_001616,Widget B,WH_001,163,60,Supplier_9,487.4,2025-06-28 09:06:46.328083
SKU_001617,Widget B,WH_004,542,98,Supplier_17,54.08,2025-06-30 17:06:46.328086
SKU_001618,Widget B,WH_004,851,41,Supplier_4,411.47,2025-06-29 11:06:46.328089
SKU_001619,Widget A,WH_004,22,30,Supplier_15,255.32,2025-06-28 08:06:46.328091
SKU_001620,Tool Y,WH_004,951,26,Supplier_11,263.19,2025-06-29 05:06:46.328094
SKU_001621,Gadget X,WH_002,710,82,Supplier_14,261.95,2025-06-26 11:06:46.328097
SKU_001622,Widget B,WH_001,506,35,Supplier_17,166.03,2025-06-27 18:06:46.328099
SKU_001623,Gadget X,WH_004,685,31,Supplier_13,165.65,2025-06-30 22:06:46.328102
SKU_001624,Gadget X,WH_001,509,50,Supplier_9,317.76,2025-06-30 12:06:46.328105
SKU_001625,Widget B,WH_002,569,68,Supplier_16,27.16,2025-07-01 08:06:46.328108
SKU_001626,Device Z,WH_004,931,96,Supplier_8,296.45,2025-07-02 22:06:46.328110
SKU_001627,Gadget X,WH_001,707,84,Supplier_14,363.67,2025-06-29 04:06:46.328113
SKU_001628,Device Z,WH_004,599,19,Supplier_15,181.38,2025-06-27 23:06:46.328116
SKU_001629,Tool Y,WH_004,443,96,Supplier_7,112.59,2025-06-28 19:06:46.328118
SKU_001630,Gadget X,WH_002,141,14,Supplier_11,110.63,2025-07-02 06:06:46.328121
SKU_001631,Widget A,WH_004,280,64,Supplier_3,45.51,2025-06-27 09:06:46.328124
SKU_001632,Tool Y,WH_001,966,35,Supplier_7,49.41,2025-06-30 17:06:46.328127
SKU_001633,Tool Y,WH_001,206,13,Supplier_5,87.51,2025-06-29 15:06:46.328129
SKU_001634,Device Z,WH_002,683,36,Supplier_9,14.49,2025-07-02 17:06:46.328132
SKU_001635,Widget B,WH_003,301,67,Supplier_19,136.79,2025-06-30 08:06:46.328135
SKU_001636,Widget A,WH_003,396,12,Supplier_13,156.67,2025-06-28 13:06:46.328137
SKU_001637,Widget A,WH_002,317,59,Supplier_19,497.63,2025-06-27 20:06:46.328140
SKU_001638,Device Z,WH_002,786,35,Supplier_16,495.89,2025-06-26 13:06:46.328143
SKU_001639,Device Z,WH_003,907,27,Supplier_2,97.59,2025-07-03 02:06:46.328146
SKU_001640,Tool Y,WH_003,879,16,Supplier_1,110.45,2025-06-30 20:06:46.328148
SKU_001641,Device Z,WH_001,857,54,Supplier_3,248.49,2025-06-29 09:06:46.328151
SKU_001642,Widget B,WH_001,47,22,Supplier_12,78.65,2025-06-26 20:06:46.328154
SKU_001643,Tool Y,WH_001,672,15,Supplier_6,254.5,2025-06-28 09:06:46.328156
SKU_001644,Tool Y,WH_003,974,44,Supplier_2,202.7,2025-06-26 19:06:46.328159
SKU_001645,Tool Y,WH_002,676,62,Supplier_16,165.69,2025-06-26 09:06:46.328162
SKU_001646,Widget A,WH_004,389,77,Supplier_5,412.19,2025-07-02 02:06:46.328165
SKU_001647,Widget A,WH_001,378,51,Supplier_12,414.92,2025-07-01 09:06:46.328167
SKU_001648,Tool Y,WH_004,216,13,Supplier_4,494.01,2025-06-29 14:06:46.328170
SKU_001649,Widget B,WH_002,628,69,Supplier_14,115.43,2025-07-03 03:06:46.328173
SKU_001650,Gadget X,WH_003,848,54,Supplier_17,444.7,2025-07-02 04:06:46.328175
SKU_001651,Tool Y,WH_001,938,81,Supplier_12,271.23,2025-06-27 16:06:46.328178
SKU_001652,Device Z,WH_003,250,84,Supplier_13,297.77,2025-06-29 21:06:46.328181
SKU_001653,Gadget X,WH_002,867,75,Supplier_17,448.67,2025-06-28 15:06:46.328184
SKU_001654,Widget A,WH_001,433,91,Supplier_15,471.6,2025-06-27 14:06:46.328186
SKU_001655,Widget A,WH_002,755,91,Supplier_9,364.77,2025-07-02 14:06:46.328189
SKU_001656,Gadget X,WH_002,941,31,Supplier_10,177.18,2025-06-30 07:06:46.328192
SKU_001657,Device Z,WH_001,758,21,Supplier_6,247.39,2025-06-27 20:06:46.328194
SKU_001658,Widget A,WH_004,584,90,Supplier_17,309.45,2025-06-29 02:06:46.328197
SKU_001659,Widget A,WH_001,283,60,Supplier_12,415.18,2025-06-30 11:06:46.328200
SKU_001660,Tool Y,WH_003,482,26,Supplier_9,330.68,2025-06-29 10:06:46.328203
SKU_001661,Widget B,WH_004,706,45,Supplier_2,185.9,2025-07-02 15:06:46.328205
SKU_001662,Device Z,WH_001,266,58,Supplier_16,211.85,2025-07-02 12:06:46.328208
SKU_001663,Tool Y,WH_001,915,25,Supplier_16,29.97,2025-06-27 10:06:46.328211
SKU_001664,Widget B,WH_001,598,84,Supplier_1,462.51,2025-07-03 03:06:46.328213
SKU_001665,Widget A,WH_001,245,53,Supplier_11,48.62,2025-07-02 09:06:46.328216
SKU_001666,Widget B,WH_001,157,31,Supplier_3,292.07,2025-06-30 21:06:46.328219
SKU_001667,Widget A,WH_003,356,17,Supplier_2,436.47,2025-07-02 05:06:46.328222
SKU_001668,Tool Y,WH_002,547,27,Supplier_14,213.33,2025-06-30 07:06:46.328224
SKU_001669,Widget A,WH_003,235,89,Supplier_1,401.06,2025-07-02 10:06:46.328227
SKU_001670,Widget B,WH_002,759,93,Supplier_6,402.89,2025-06-30 02:06:46.328230
SKU_001671,Tool Y,WH_001,459,81,Supplier_7,34.62,2025-07-01 11:06:46.328232
SKU_001672,Widget B,WH_003,99,47,Supplier_2,209.01,2025-06-28 17:06:46.328235
SKU_001673,Widget B,WH_002,738,38,Supplier_2,347.06,2025-07-01 20:06:46.328238
SKU_001674,Gadget X,WH_002,118,86,Supplier_15,214.06,2025-06-27 11:06:46.328240
SKU_001675,Widget A,WH_001,353,90,Supplier_5,274.86,2025-07-01 09:06:46.328243
SKU_001676,Widget A,WH_001,707,90,Supplier_13,299.26,2025-06-30 03:06:46.328246
SKU_001677,Widget B,WH_004,87,82,Supplier_19,79.86,2025-06-28 14:06:46.328248
SKU_001678,Widget A,WH_004,35,11,Supplier_19,208.93,2025-07-01 21:06:46.328251
SKU_001679,Device Z,WH_002,313,68,Supplier_15,19.09,2025-06-30 21:06:46.328254
SKU_001680,Widget A,WH_004,539,51,Supplier_1,79.06,2025-06-30 02:06:46.328257
SKU_001681,Tool Y,WH_003,550,97,Supplier_3,258.57,2025-06-28 16:06:46.328259
SKU_001682,Widget A,WH_002,321,30,Supplier_18,288.93,2025-06-29 08:06:46.328262
SKU_001683,Device Z,WH_003,426,11,Supplier_17,77.39,2025-06-28 18:06:46.328265
SKU_001684,Widget B,WH_004,516,14,Supplier_8,379.03,2025-07-01 09:06:46.328267
SKU_001685,Widget A,WH_003,987,26,Supplier_11,189.63,2025-06-28 09:06:46.328270
SKU_001686,Tool Y,WH_002,652,33,Supplier_8,460.72,2025-06-27 03:06:46.328273
SKU_001687,Device Z,WH_003,739,17,Supplier_6,196.89,2025-07-01 14:06:46.328276
SKU_001688,Gadget X,WH_002,8,39,Supplier_6,79.16,2025-07-01 16:06:46.328278
SKU_001689,Widget B,WH_004,358,59,Supplier_6,380.2,2025-06-27 08:06:46.328281
SKU_001690,Widget B,WH_002,477,31,Supplier_2,286.06,2025-06-30 18:06:46.328284
SKU_001691,Widget B,WH_004,56,68,Supplier_10,196.41,2025-06-27 07:06:46.328287
SKU_001692,Device Z,WH_001,282,33,Supplier_10,181.2,2025-06-30 09:06:46.328290
SKU_001693,Widget A,WH_004,444,35,Supplier_9,79.63,2025-07-03 06:06:46.328292
SKU_001694,Widget A,WH_002,460,70,Supplier_3,173.71,2025-07-01 03:06:46.328295
SKU_001695,Widget A,WH_002,489,17,Supplier_2,19.53,2025-06-28 10:06:46.328298
SKU_001696,Widget A,WH_001,358,21,Supplier_4,253.69,2025-06-27 11:06:46.328301
SKU_001697,Widget B,WH_001,689,23,Supplier_8,448.88,2025-07-01 23:06:46.328303
SKU_001698,Gadget X,WH_004,987,39,Supplier_9,398.69,2025-06-28 02:06:46.328306
SKU_001699,Widget B,WH_003,593,64,Supplier_2,19.12,2025-06-28 03:06:46.328309
SKU_001700,Gadget X,WH_003,929,70,Supplier_16,441.22,2025-07-03 08:06:46.328311
SKU_001701,Gadget X,WH_001,596,71,Supplier_6,228.9,2025-06-29 06:06:46.328314
SKU_001702,Widget A,WH_004,64,40,Supplier_8,99.49,2025-07-02 23:06:46.328317
SKU_001703,Tool Y,WH_001,428,36,Supplier_3,377.44,2025-06-29 22:06:46.328319
SKU_001704,Device Z,WH_001,854,10,Supplier_11,164.82,2025-06-27 14:06:46.328322
SKU_001705,Tool Y,WH_002,801,50,Supplier_5,130.39,2025-06-28 10:06:46.328325
SKU_001706,Gadget X,WH_002,867,23,Supplier_12,84.85,2025-06-28 02:06:46.328328
SKU_001707,Tool Y,WH_002,456,83,Supplier_11,245.88,2025-06-29 06:06:46.328330
SKU_001708,Gadget X,WH_001,135,59,Supplier_5,51.23,2025-06-30 15:06:46.328333
SKU_001709,Widget B,WH_004,761,51,Supplier_3,393.88,2025-07-03 06:06:46.328336
SKU_001710,Widget B,WH_003,605,80,Supplier_9,237.98,2025-06-27 10:06:46.328338
SKU_001711,Widget A,WH_003,47,49,Supplier_18,226.25,2025-06-30 22:06:46.328341
SKU_001712,Device Z,WH_002,931,23,Supplier_12,5.92,2025-06-29 00:06:46.328344
SKU_001713,Widget B,WH_004,611,20,Supplier_4,409.84,2025-06-29 13:06:46.328347
SKU_001714,Device Z,WH_002,849,72,Supplier_7,248.95,2025-06-27 23:06:46.328349
SKU_001715,Widget A,WH_004,193,58,Supplier_11,222.75,2025-06-26 19:06:46.328352
SKU_001716,Device Z,WH_004,116,46,Supplier_2,381.89,2025-06-26 11:06:46.328355
SKU_001717,Widget B,WH_004,778,19,Supplier_12,36.13,2025-07-03 04:06:46.328358
SKU_001718,Widget B,WH_001,819,63,Supplier_9,186.51,2025-06-27 19:06:46.328360
SKU_001719,Tool Y,WH_004,163,16,Supplier_6,289.99,2025-06-27 20:06:46.328363
